"route","date","daytype","rides"
"135","03/11/2013","W","4,355"
"135","03/12/2013","W","4,391"
"135","03/13/2013","W","3,860"
"135","03/14/2013","W","4,066"
"135","03/15/2013","W","2,809"
"135","03/18/2013","W","4,373"
"135","03/19/2013","W","4,265"
"135","03/20/2013","W","4,079"
"135","03/21/2013","W","3,904"
"135","03/22/2013","W","3,787"
"135","03/25/2013","W","3,984"
"135","03/26/2013","W","4,046"
"135","03/27/2013","W","3,856"
"135","03/28/2013","W","3,828"
"135","03/29/2013","W","2,989"
"135","04/01/2013","W","3,970"
"135","04/02/2013","W","4,348"
"135","04/03/2013","W","4,320"
"135","04/04/2013","W","4,104"
"135","04/05/2013","W","4,051"
"135","04/08/2013","W","4,487"
"135","04/09/2013","W","4,632"
"135","04/10/2013","W","4,219"
"135","04/11/2013","W","3,994"
"135","04/12/2013","W","3,940"
"135","04/15/2013","W","4,388"
"135","04/16/2013","W","4,209"
"135","04/17/2013","W","4,487"
"135","04/18/2013","W","3,966"
"135","04/19/2013","W","3,973"
"135","04/22/2013","W","4,374"
"135","04/23/2013","W","4,222"
"135","04/24/2013","W","4,296"
"135","04/25/2013","W","4,061"
"135","04/26/2013","W","3,817"
"135","04/29/2013","W","4,369"
"135","04/30/2013","W","4,395"
"135","05/01/2013","W","4,096"
"135","05/02/2013","W","4,274"
"135","05/03/2013","W","4,171"
"135","05/06/2013","W","4,299"
"135","05/07/2013","W","3,778"
"135","05/08/2013","W","4,137"
"135","05/09/2013","W","4,099"
"135","05/10/2013","W","3,679"
"135","05/13/2013","W","3,938"
"135","05/14/2013","W","4,146"
"135","05/15/2013","W","3,806"
"135","05/16/2013","W","3,870"
"135","05/17/2013","W","3,977"
"135","05/20/2013","W","4,125"
"135","05/21/2013","W","4,132"
"135","05/22/2013","W","3,855"
"135","05/23/2013","W","4,073"
"135","05/24/2013","W","2,954"
"135","05/28/2013","W","3,786"
"135","05/29/2013","W","3,966"
"135","05/30/2013","W","4,162"
"135","05/31/2013","W","3,610"
"135","06/03/2013","W","4,335"
"135","06/04/2013","W","4,031"
"135","06/05/2013","W","4,095"
"135","06/06/2013","W","4,119"
"135","06/07/2013","W","3,697"
"135","06/10/2013","W","4,241"
"135","06/11/2013","W","4,164"
"135","06/12/2013","W","4,475"
"135","06/13/2013","W","4,079"
"135","06/14/2013","W","3,305"
"135","06/17/2013","W","4,002"
"135","06/18/2013","W","4,070"
"135","06/19/2013","W","3,944"
"135","06/20/2013","W","4,151"
"135","06/21/2013","W","3,776"
"135","06/24/2013","W","4,138"
"135","06/25/2013","W","4,272"
"135","06/26/2013","W","4,156"
"135","06/27/2013","W","3,851"
"135","06/28/2013","W","3,298"
"135","07/01/2013","W","4,013"
"135","07/02/2013","W","3,774"
"135","07/03/2013","W","3,407"
"135","07/05/2013","W","1,657"
"135","07/08/2013","W","4,057"
"135","07/09/2013","W","3,898"
"135","07/10/2013","W","3,899"
"135","07/11/2013","W","3,486"
"135","07/12/2013","W","3,353"
"135","07/15/2013","W","4,105"
"135","07/16/2013","W","3,692"
"135","07/17/2013","W","4,089"
"135","07/18/2013","W","3,777"
"135","07/19/2013","W","3,498"
"135","07/22/2013","W","3,732"
"135","07/23/2013","W","4,052"
"135","07/24/2013","W","3,851"
"135","07/25/2013","W","3,683"
"135","07/26/2013","W","3,312"
"135","07/29/2013","W","3,855"
"135","07/30/2013","W","4,038"
"135","07/31/2013","W","3,852"
"135","08/01/2013","W","3,777"
"135","08/02/2013","W","3,225"
"135","08/05/2013","W","3,884"
"135","08/06/2013","W","4,138"
"135","08/07/2013","W","4,095"
"135","08/08/2013","W","3,831"
"135","08/09/2013","W","3,257"
"135","08/12/2013","W","4,099"
"135","08/13/2013","W","4,045"
"135","08/14/2013","W","3,827"
"135","08/15/2013","W","3,628"
"135","08/16/2013","W","3,089"
"135","08/19/2013","W","3,895"
"135","08/20/2013","W","3,534"
"135","08/21/2013","W","3,866"
"135","08/22/2013","W","3,719"
"135","08/23/2013","W","3,272"
"135","08/26/2013","W","3,873"
"135","08/27/2013","W","4,053"
"135","08/28/2013","W","4,039"
"135","08/29/2013","W","3,757"
"135","08/30/2013","W","2,788"
"135","09/03/2013","W","3,865"
"135","09/04/2013","W","4,279"
"135","09/05/2013","W","3,733"
"135","09/06/2013","W","3,487"
"135","09/09/2013","W","4,078"
"135","09/10/2013","W","4,231"
"135","09/11/2013","W","4,013"
"135","09/12/2013","W","4,089"
"135","09/13/2013","W","3,732"
"135","09/16/2013","W","4,370"
"135","09/17/2013","W","4,172"
"135","09/18/2013","W","4,059"
"135","09/19/2013","W","3,679"
"135","09/20/2013","W","3,481"
"135","09/23/2013","W","4,063"
"135","09/24/2013","W","4,139"
"135","09/25/2013","W","4,008"
"135","09/26/2013","W","3,851"
"135","09/27/2013","W","3,504"
"135","09/30/2013","W","3,920"
"135","10/01/2013","W","4,263"
"135","10/02/2013","W","4,217"
"135","10/03/2013","W","4,176"
"135","10/04/2013","W","3,561"
"135","10/07/2013","W","4,139"
"135","10/08/2013","W","4,227"
"135","10/09/2013","W","4,019"
"135","10/10/2013","W","4,006"
"135","10/11/2013","W","3,514"
"135","10/14/2013","W","3,366"
"135","10/15/2013","W","4,273"
"135","10/16/2013","W","3,721"
"135","10/17/2013","W","4,283"
"135","10/18/2013","W","3,456"
"135","10/21/2013","W","4,159"
"135","10/22/2013","W","4,235"
"135","10/23/2013","W","3,917"
"135","10/24/2013","W","4,183"
"135","10/25/2013","W","3,726"
"135","10/28/2013","W","4,087"
"135","10/29/2013","W","4,041"
"135","10/30/2013","W","3,957"
"135","10/31/2013","W","4,019"
"135","11/01/2013","W","3,780"
"135","11/04/2013","W","4,021"
"135","11/05/2013","W","4,052"
"135","11/06/2013","W","4,132"
"135","11/07/2013","W","3,938"
"135","11/08/2013","W","3,622"
"135","11/11/2013","W","3,520"
"135","11/12/2013","W","4,252"
"135","11/13/2013","W","4,157"
"135","11/14/2013","W","4,080"
"135","11/15/2013","W","3,599"
"135","11/18/2013","W","3,846"
"135","11/19/2013","W","4,116"
"135","11/20/2013","W","4,017"
"135","11/21/2013","W","4,088"
"135","11/22/2013","W","3,609"
"135","11/25/2013","W","3,657"
"135","11/26/2013","W","3,621"
"135","11/27/2013","W","2,623"
"135","11/29/2013","W","491"
"135","12/02/2013","W","3,861"
"135","12/03/2013","W","4,186"
"135","12/04/2013","W","4,300"
"135","12/05/2013","W","3,995"
"135","12/06/2013","W","3,543"
"135","12/09/2013","W","4,021"
"135","12/10/2013","W","3,880"
"135","12/11/2013","W","3,842"
"135","12/12/2013","W","3,705"
"135","12/13/2013","W","3,384"
"135","12/16/2013","W","3,678"
"135","12/17/2013","W","3,587"
"135","12/18/2013","W","3,742"
"135","12/19/2013","W","3,496"
"135","12/20/2013","W","3,048"
"135","12/23/2013","W","1,969"
"135","12/24/2013","W","817"
"135","12/26/2013","W","1,216"
"135","12/27/2013","W","1,546"
"135","12/30/2013","W","2,429"
"135","12/31/2013","W","1,649"
"135","01/02/2014","W","2,959"
"135","01/03/2014","W","3,378"
"135","01/06/2014","W","1,602"
"135","01/07/2014","W","2,794"
"135","01/08/2014","W","3,546"
"135","01/09/2014","W","3,550"
"135","01/10/2014","W","3,516"
"135","01/13/2014","W","3,696"
"135","01/14/2014","W","3,712"
"135","01/15/2014","W","3,875"
"135","01/16/2014","W","3,659"
"135","01/17/2014","W","3,562"
"135","01/20/2014","W","1,880"
"135","01/21/2014","W","3,838"
"135","01/22/2014","W","3,823"
"135","01/23/2014","W","3,689"
"135","01/24/2014","W","3,499"
"135","01/27/2014","W","2,970"
"135","01/28/2014","W","2,812"
"135","01/29/2014","W","3,745"
"135","01/30/2014","W","3,534"
"135","01/31/2014","W","3,278"
"135","02/03/2014","W","3,619"
"135","02/04/2014","W","4,009"
"135","02/05/2014","W","3,324"
"135","02/06/2014","W","3,662"
"135","02/07/2014","W","3,493"
"135","02/10/2014","W","3,584"
"135","02/11/2014","W","3,756"
"135","02/12/2014","W","3,800"
"135","02/13/2014","W","3,760"
"135","02/14/2014","W","3,324"
"135","02/17/2014","W","1,936"
"135","02/18/2014","W","3,708"
"135","02/19/2014","W","3,806"
"135","02/20/2014","W","3,523"
"135","02/21/2014","W","3,523"
"135","02/24/2014","W","3,854"
"135","02/25/2014","W","3,606"
"135","02/26/2014","W","3,841"
"135","02/27/2014","W","3,703"
"135","02/28/2014","W","3,446"
"135","03/03/2014","W","3,667"
"135","03/04/2014","W","3,830"
"135","03/05/2014","W","3,827"
"135","03/06/2014","W","3,715"
"135","03/07/2014","W","3,422"
"135","03/10/2014","W","3,666"
"135","03/11/2014","W","3,894"
"135","03/12/2014","W","3,381"
"135","03/13/2014","W","3,855"
"135","03/14/2014","W","3,420"
"135","03/17/2014","W","3,894"
"135","03/18/2014","W","3,884"
"135","03/19/2014","W","3,864"
"135","03/20/2014","W","3,579"
"135","03/21/2014","W","3,439"
"135","03/24/2014","W","3,825"
"135","03/25/2014","W","3,645"
"135","03/26/2014","W","4,166"
"135","03/27/2014","W","3,820"
"135","03/28/2014","W","3,331"
"135","03/31/2014","W","3,741"
"135","04/01/2014","W","3,705"
"135","04/02/2014","W","3,124"
"135","04/03/2014","W","3,535"
"135","04/04/2014","W","2,828"
"135","04/07/2014","W","3,673"
"135","04/08/2014","W","3,849"
"135","04/09/2014","W","3,443"
"135","04/10/2014","W","3,538"
"135","04/11/2014","W","3,093"
"135","04/14/2014","W","3,378"
"135","04/15/2014","W","3,312"
"135","04/16/2014","W","3,510"
"135","04/17/2014","W","3,282"
"135","04/18/2014","W","2,345"
"135","04/21/2014","W","3,683"
"135","04/22/2014","W","3,547"
"135","04/23/2014","W","3,739"
"135","04/24/2014","W","3,741"
"135","04/25/2014","W","3,486"
"135","04/28/2014","W","4,034"
"135","04/29/2014","W","3,897"
"135","04/30/2014","W","3,765"
"135","05/01/2014","W","3,691"
"135","05/02/2014","W","3,494"
"135","05/05/2014","W","3,938"
"135","05/06/2014","W","3,900"
"135","05/07/2014","W","4,144"
"135","05/08/2014","W","3,858"
"135","05/09/2014","W","3,321"
"135","05/12/2014","W","3,847"
"135","05/13/2014","W","4,249"
"135","05/14/2014","W","4,002"
"135","05/15/2014","W","3,756"
"135","05/16/2014","W","3,567"
"135","05/19/2014","W","3,772"
"135","05/20/2014","W","4,076"
"135","05/21/2014","W","3,724"
"135","05/22/2014","W","3,552"
"135","05/23/2014","W","2,797"
"135","05/27/2014","W","3,810"
"135","05/28/2014","W","3,895"
"135","05/29/2014","W","3,712"
"135","05/30/2014","W","3,306"
"135","06/02/2014","W","3,980"
"135","06/03/2014","W","4,076"
"135","06/04/2014","W","3,818"
"135","06/05/2014","W","3,664"
"135","06/06/2014","W","3,018"
"135","06/09/2014","W","3,888"
"135","06/10/2014","W","3,999"
"135","06/11/2014","W","3,992"
"135","06/12/2014","W","3,611"
"135","06/13/2014","W","3,022"
"135","06/16/2014","W","3,622"
"135","06/17/2014","W","4,075"
"135","06/18/2014","W","3,794"
"135","06/19/2014","W","3,987"
"135","06/20/2014","W","3,196"
"135","06/23/2014","W","4,090"
"135","06/24/2014","W","3,967"
"135","06/25/2014","W","4,017"
"135","06/26/2014","W","4,000"
"135","06/27/2014","W","3,477"
"135","06/30/2014","W","3,586"
"135","07/01/2014","W","3,512"
"135","07/02/2014","W","3,680"
"135","07/03/2014","W","2,659"
"135","07/07/2014","W","3,789"
"135","07/08/2014","W","3,742"
"135","07/09/2014","W","3,948"
"135","07/10/2014","W","3,793"
"135","07/11/2014","W","3,378"
"135","07/14/2014","W","4,046"
"135","07/15/2014","W","3,794"
"135","07/16/2014","W","3,764"
"135","07/17/2014","W","3,759"
"135","07/18/2014","W","3,222"
"135","07/21/2014","W","3,836"
"135","07/22/2014","W","4,088"
"135","07/23/2014","W","3,542"
"135","07/24/2014","W","3,637"
"135","07/25/2014","W","3,361"
"135","07/28/2014","W","3,935"
"135","07/29/2014","W","3,921"
"135","07/30/2014","W","3,562"
"135","07/31/2014","W","3,891"
"135","08/01/2014","W","3,017"
"135","08/04/2014","W","3,743"
"135","08/05/2014","W","3,980"
"135","08/06/2014","W","3,814"
"135","08/07/2014","W","3,738"
"135","08/08/2014","W","3,178"
"135","08/11/2014","W","3,965"
"135","08/12/2014","W","3,904"
"135","08/13/2014","W","3,952"
"135","08/14/2014","W","3,927"
"135","08/15/2014","W","3,265"
"135","08/18/2014","W","3,961"
"135","08/19/2014","W","4,035"
"135","08/20/2014","W","3,885"
"135","08/21/2014","W","3,851"
"135","08/22/2014","W","3,342"
"135","08/25/2014","W","4,092"
"135","08/26/2014","W","4,163"
"135","08/27/2014","W","3,842"
"135","08/28/2014","W","3,820"
"135","08/29/2014","W","2,713"
"135","09/02/2014","W","3,817"
"135","09/03/2014","W","4,041"
"135","09/04/2014","W","3,799"
"135","09/05/2014","W","3,430"
"135","09/08/2014","W","4,097"
"135","09/09/2014","W","3,747"
"135","09/10/2014","W","3,872"
"135","09/11/2014","W","3,934"
"135","09/12/2014","W","3,283"
"135","09/15/2014","W","3,915"
"135","09/16/2014","W","3,947"
"135","09/17/2014","W","3,915"
"135","09/18/2014","W","3,860"
"135","09/19/2014","W","3,304"
"135","09/22/2014","W","3,760"
"135","09/23/2014","W","3,964"
"135","09/24/2014","W","3,607"
"135","09/25/2014","W","3,465"
"135","09/26/2014","W","3,136"
"135","09/29/2014","W","3,916"
"135","09/30/2014","W","4,072"
"135","10/01/2014","W","3,981"
"135","10/02/2014","W","3,606"
"135","10/03/2014","W","3,158"
"135","10/06/2014","W","4,010"
"135","10/07/2014","W","3,759"
"135","10/08/2014","W","3,882"
"135","10/09/2014","W","3,575"
"135","10/10/2014","W","3,113"
"135","10/13/2014","W","3,254"
"135","10/14/2014","W","4,025"
"135","10/15/2014","W","3,798"
"135","10/16/2014","W","3,635"
"135","10/17/2014","W","3,135"
"135","10/20/2014","W","3,837"
"135","10/21/2014","W","3,774"
"135","10/22/2014","W","3,624"
"135","10/23/2014","W","3,771"
"135","10/24/2014","W","3,220"
"135","10/27/2014","W","3,545"
"135","10/28/2014","W","3,795"
"135","10/29/2014","W","3,720"
"135","10/30/2014","W","3,599"
"135","10/31/2014","W","2,556"
"135","11/03/2014","W","3,880"
"135","11/04/2014","W","3,742"
"135","11/05/2014","W","3,711"
"135","11/06/2014","W","3,791"
"135","11/07/2014","W","3,427"
"135","11/10/2014","W","3,643"
"135","11/11/2014","W","3,226"
"135","11/12/2014","W","3,681"
"135","11/13/2014","W","3,601"
"135","11/14/2014","W","3,353"
"135","11/17/2014","W","3,651"
"135","11/18/2014","W","3,297"
"135","11/19/2014","W","3,572"
"135","11/20/2014","W","3,630"
"135","11/21/2014","W","3,076"
"135","11/24/2014","W","3,369"
"135","11/25/2014","W","2,877"
"135","11/26/2014","W","2,048"
"135","11/28/2014","W","397"
"135","12/05/2014","W","3,091"
"135","12/24/2014","W","767"
"135","12/29/2014","W","2,329"
"135","12/10/2014","W","3,388"
"135","12/02/2014","W","3,719"
"135","12/17/2014","W","3,579"
"135","12/15/2014","W","3,528"
"135","12/30/2014","W","2,450"
"135","12/01/2014","W","3,644"
"135","12/04/2014","W","3,722"
"135","12/23/2014","W","2,007"
"135","12/16/2014","W","3,590"
"135","12/03/2014","W","3,780"
"135","12/19/2014","W","2,906"
"135","12/22/2014","W","2,555"
"135","12/08/2014","W","3,558"
"135","12/11/2014","W","3,400"
"135","12/31/2014","W","1,505"
"135","12/18/2014","W","3,419"
"135","12/26/2014","W","541"
"135","12/12/2014","W","3,104"
"135","12/09/2014","W","3,475"
"135","01/09/2015","W","3,495"
"135","01/12/2015","W","3,777"
"135","01/23/2015","W","3,431"
"135","01/14/2015","W","3,599"
"135","01/29/2015","W","3,665"
"135","01/21/2015","W","3,969"
"135","01/05/2015","W","3,753"
"135","01/08/2015","W","3,279"
"135","01/28/2015","W","3,745"
"135","01/30/2015","W","3,406"
"135","01/26/2015","W","4,189"
"135","01/16/2015","W","3,502"
"135","01/19/2015","W","2,034"
"135","01/06/2015","W","3,751"
"135","01/07/2015","W","3,153"
"135","01/02/2015","W","1,615"
"135","01/13/2015","W","3,718"
"135","01/20/2015","W","3,837"
"135","01/22/2015","W","4,060"
"135","01/15/2015","W","3,568"
"135","01/27/2015","W","4,007"
"135","02/24/2015","W","3,924"
"135","02/19/2015","W","3,221"
"135","02/25/2015","W","3,819"
"135","02/26/2015","W","3,227"
"135","02/06/2015","W","3,526"
"135","02/18/2015","W","4,027"
"135","02/10/2015","W","3,880"
"135","02/17/2015","W","3,951"
"135","02/23/2015","W","3,548"
"135","02/27/2015","W","3,153"
"135","02/16/2015","W","2,101"
"135","02/20/2015","W","3,368"
"135","02/03/2015","W","3,898"
"135","02/12/2015","W","3,607"
"135","02/09/2015","W","3,881"
"135","02/11/2015","W","3,579"
"135","02/05/2015","W","3,486"
"135","02/13/2015","W","3,144"
"135","02/04/2015","W","3,781"
"135","02/02/2015","W","3,213"
"135","03/24/2015","W","4,175"
"135","03/02/2015","W","3,853"
"135","03/30/2015","W","3,852"
"135","03/03/2015","W","3,938"
"135","03/18/2015","W","3,830"
"135","03/31/2015","W","3,834"
"135","03/11/2015","W","3,888"
"135","03/04/2015","W","3,902"
"135","03/25/2015","W","3,683"
"135","03/10/2015","W","3,865"
"135","03/17/2015","W","3,933"
"135","03/23/2015","W","3,811"
"135","03/05/2015","W","3,813"
"135","03/06/2015","W","3,540"
"135","03/13/2015","W","3,123"
"135","03/19/2015","W","3,863"
"135","03/20/2015","W","3,186"
"135","03/27/2015","W","3,169"
"135","03/26/2015","W","3,712"
"135","03/16/2015","W","3,766"
"135","03/12/2015","W","3,909"
"135","03/09/2015","W","3,714"
"135","05/14/2015","W","3,568"
"135","05/21/2015","W","3,212"
"135","04/17/2015","W","3,130"
"135","04/13/2015","W","3,824"
"135","05/08/2015","W","3,209"
"135","05/28/2015","W","3,517"
"135","04/02/2015","W","3,565"
"135","04/07/2015","W","3,734"
"135","04/24/2015","W","3,095"
"135","05/18/2015","W","3,445"
"135","04/15/2015","W","3,730"
"135","05/07/2015","W","3,700"
"135","05/12/2015","W","3,669"
"135","04/16/2015","W","3,568"
"135","04/27/2015","W","3,506"
"135","04/09/2015","W","3,618"
"135","04/08/2015","W","3,999"
"135","05/13/2015","W","3,687"
"135","04/23/2015","W","3,463"
"135","04/14/2015","W","3,649"
"135","05/15/2015","W","3,031"
"135","05/27/2015","W","3,566"
"135","04/06/2015","W","3,608"
"135","04/22/2015","W","3,816"
"135","04/20/2015","W","3,724"
"135","04/03/2015","W","2,532"
"135","05/19/2015","W","3,593"
"135","05/20/2015","W","3,485"
"135","04/10/2015","W","2,826"
"135","05/26/2015","W","3,458"
"135","04/30/2015","W","3,496"
"135","05/22/2015","W","2,385"
"135","04/21/2015","W","4,045"
"135","05/04/2015","W","3,935"
"135","05/05/2015","W","3,867"
"135","04/01/2015","W","3,847"
"135","04/28/2015","W","3,561"
"135","05/01/2015","W","3,269"
"135","04/29/2015","W","3,766"
"135","05/29/2015","W","3,070"
"135","05/06/2015","W","3,536"
"135","05/11/2015","W","3,644"
"135","06/25/2015","W","3,475"
"135","06/01/2015","W","3,636"
"135","06/29/2015","W","3,541"
"135","06/10/2015","W","3,592"
"135","06/09/2015","W","3,530"
"135","06/04/2015","W","3,551"
"135","06/30/2015","W","3,559"
"135","06/15/2015","W","3,492"
"135","06/19/2015","W","3,035"
"135","06/05/2015","W","3,100"
"135","06/23/2015","W","3,604"
"135","06/02/2015","W","3,637"
"135","06/24/2015","W","3,686"
"135","06/16/2015","W","3,724"
"135","06/22/2015","W","3,581"
"135","06/26/2015","W","3,091"
"135","06/11/2015","W","3,645"
"135","06/08/2015","W","3,531"
"135","06/17/2015","W","3,531"
"135","06/12/2015","W","3,063"
"135","06/03/2015","W","3,655"
"135","06/18/2015","W","3,321"
"135","07/17/2015","W","2,904"
"135","07/24/2015","W","2,847"
"135","08/25/2015","W","3,497"
"135","08/26/2015","W","3,267"
"135","08/04/2015","W","3,414"
"135","07/02/2015","W","2,723"
"135","07/07/2015","W","3,455"
"135","07/01/2015","W","3,636"
"135","07/10/2015","W","2,855"
"135","08/21/2015","W","2,825"
"135","08/20/2015","W","3,297"
"135","08/31/2015","W","3,480"
"135","07/16/2015","W","3,455"
"135","08/13/2015","W","3,185"
"135","07/29/2015","W","3,116"
"135","07/14/2015","W","3,750"
"135","08/12/2015","W","3,304"
"135","07/13/2015","W","3,446"
"135","07/31/2015","W","2,709"
"135","08/27/2015","W","3,286"
"135","07/27/2015","W","3,335"
"135","08/11/2015","W","3,470"
"135","08/24/2015","W","3,281"
"135","07/08/2015","W","3,740"
"135","08/06/2015","W","3,189"
"135","08/14/2015","W","2,532"
"135","07/22/2015","W","3,363"
"135","07/06/2015","W","3,260"
"135","08/07/2015","W","2,811"
"135","08/17/2015","W","3,218"
"135","08/19/2015","W","3,437"
"135","07/23/2015","W","3,297"
"135","07/20/2015","W","3,409"
"135","08/10/2015","W","3,268"
"135","08/05/2015","W","3,427"
"135","07/21/2015","W","3,410"
"135","07/09/2015","W","3,382"
"135","07/30/2015","W","3,249"
"135","07/15/2015","W","3,495"
"135","08/03/2015","W","3,337"
"135","07/28/2015","W","3,530"
"135","08/28/2015","W","2,907"
"135","08/18/2015","W","3,523"
"135","10/08/2015","W","3,215"
"135","09/29/2015","W","3,510"
"135","10/02/2015","W","2,694"
"135","09/01/2015","W","3,540"
"135","09/25/2015","W","3,019"
"135","09/24/2015","W","3,447"
"135","09/30/2015","W","3,325"
"135","10/16/2015","W","2,844"
"135","10/23/2015","W","2,966"
"135","10/27/2015","W","3,188"
"135","09/14/2015","W","3,199"
"135","10/14/2015","W","3,336"
"135","10/30/2015","W","2,926"
"135","09/04/2015","W","2,314"
"135","10/12/2015","W","2,541"
"135","10/26/2015","W","3,200"
"135","10/01/2015","W","3,093"
"135","09/21/2015","W","3,558"
"135","09/10/2015","W","3,439"
"135","09/18/2015","W","2,939"
"135","10/15/2015","W","3,063"
"135","10/21/2015","W","3,058"
"135","09/16/2015","W","3,359"
"135","09/28/2015","W","3,612"
"135","10/06/2015","W","3,243"
"135","10/29/2015","W","3,161"
"135","10/22/2015","W","3,251"
"135","10/20/2015","W","3,441"
"135","09/08/2015","W","3,096"
"135","09/02/2015","W","3,318"
"135","10/07/2015","W","3,028"
"135","09/11/2015","W","3,117"
"135","10/09/2015","W","2,796"
"135","09/15/2015","W","3,424"
"135","10/13/2015","W","3,460"
"135","10/19/2015","W","3,224"
"135","09/03/2015","W","3,237"
"135","09/22/2015","W","3,481"
"135","09/23/2015","W","3,183"
"135","10/05/2015","W","3,255"
"135","10/28/2015","W","3,339"
"135","09/09/2015","W","3,297"
"135","09/17/2015","W","3,595"
"135","11/06/2015","W","3,000"
"135","11/12/2015","W","3,317"
"135","11/30/2015","W","3,269"
"135","11/24/2015","W","3,216"
"135","11/05/2015","W","3,376"
"135","11/18/2015","W","3,548"
"135","11/23/2015","W","3,288"
"135","11/20/2015","W","3,009"
"135","11/16/2015","W","3,398"
"135","11/04/2015","W","3,506"
"135","11/13/2015","W","3,018"
"135","11/02/2015","W","3,492"
"135","11/10/2015","W","3,531"
"135","11/27/2015","W","339"
"135","11/19/2015","W","3,609"
"135","11/09/2015","W","3,433"
"135","11/25/2015","W","1,749"
"135","11/17/2015","W","3,570"
"135","11/03/2015","W","3,578"
"135","11/11/2015","W","3,071"
"135","12/04/2015","W","3,073"
"135","12/22/2015","W","2,566"
"135","12/18/2015","W","2,699"
"135","12/15/2015","W","3,427"
"135","12/01/2015","W","3,390"
"135","12/03/2015","W","3,521"
"135","12/31/2015","W","1,016"
"135","12/29/2015","W","2,019"
"135","12/11/2015","W","2,969"
"135","12/09/2015","W","3,355"
"135","12/02/2015","W","3,660"
"135","12/07/2015","W","3,514"
"135","12/21/2015","W","2,673"
"135","12/16/2015","W","3,364"
"135","12/08/2015","W","3,514"
"135","12/28/2015","W","1,743"
"135","12/14/2015","W","3,245"
"135","12/17/2015","W","3,139"
"135","12/23/2015","W","1,606"
"135","12/30/2015","W","1,770"
"135","12/10/2015","W","3,232"
"135","12/24/2015","W","539"
"135","02/24/2016","W","3,569"
"135","01/12/2016","W","3,655"
"135","01/18/2016","W","1,580"
"135","01/27/2016","W","3,554"
"135","02/05/2016","W","3,081"
"135","02/22/2016","W","3,418"
"135","01/06/2016","W","3,664"
"135","02/18/2016","W","3,668"
"135","02/19/2016","W","3,246"
"135","01/11/2016","W","3,643"
"135","01/04/2016","W","3,573"
"135","01/05/2016","W","3,673"
"135","01/15/2016","W","3,079"
"135","02/01/2016","W","3,393"
"135","01/20/2016","W","3,590"
"135","02/15/2016","W","1,985"
"135","02/12/2016","W","2,995"
"135","01/07/2016","W","3,568"
"135","01/28/2016","W","3,493"
"135","01/13/2016","W","3,579"
"135","02/03/2016","W","3,462"
"135","02/16/2016","W","3,456"
"135","01/08/2016","W","3,279"
"135","01/29/2016","W","3,177"
"135","02/02/2016","W","3,388"
"135","01/19/2016","W","3,578"
"135","02/29/2016","W","3,676"
"135","02/10/2016","W","3,557"
"135","02/08/2016","W","3,525"
"135","02/17/2016","W","3,468"
"135","02/09/2016","W","3,620"
"135","01/22/2016","W","3,159"
"135","02/11/2016","W","3,380"
"135","01/25/2016","W","3,682"
"135","01/21/2016","W","3,335"
"135","02/23/2016","W","3,655"
"135","02/04/2016","W","3,282"
"135","02/25/2016","W","3,478"
"135","01/14/2016","W","3,487"
"135","01/26/2016","W","3,649"
"135","02/26/2016","W","3,158"
"135","03/29/2016","W","3,815"
"135","03/30/2016","W","3,641"
"135","03/07/2016","W","3,504"
"135","03/03/2016","W","3,564"
"135","03/08/2016","W","3,673"
"135","03/11/2016","W","3,220"
"135","03/14/2016","W","3,499"
"135","03/21/2016","W","3,654"
"135","03/17/2016","W","3,447"
"135","03/10/2016","W","3,541"
"135","03/22/2016","W","3,693"
"135","03/16/2016","W","3,453"
"135","03/28/2016","W","3,451"
"135","03/25/2016","W","2,298"
"135","03/18/2016","W","3,099"
"135","03/24/2016","W","3,238"
"135","03/15/2016","W","3,481"
"135","03/31/2016","W","3,334"
"135","03/23/2016","W","3,468"
"135","03/01/2016","W","3,715"
"135","03/09/2016","W","3,620"
"135","03/04/2016","W","2,999"
"135","03/02/2016","W","3,623"
"135","05/25/2016","W","3,096"
"135","06/07/2016","W","3,173"
"135","04/07/2016","W","3,457"
"135","06/13/2016","W","2,965"
"135","06/28/2016","W","3,069"
"135","07/28/2016","W","2,995"
"135","06/29/2016","W","3,023"
"135","06/09/2016","W","2,996"
"135","05/31/2016","W","3,036"
"135","04/29/2016","W","2,725"
"135","06/08/2016","W","3,095"
"135","04/15/2016","W","2,401"
"135","05/23/2016","W","3,085"
"135","06/03/2016","W","2,659"
"135","07/15/2016","W","2,562"
"135","06/27/2016","W","2,738"
"135","05/11/2016","W","3,115"
"135","07/05/2016","W","2,845"
"135","05/10/2016","W","3,279"
"135","06/22/2016","W","2,916"
"135","04/21/2016","W","2,914"
"135","04/26/2016","W","3,435"
"135","06/01/2016","W","2,924"
"135","07/27/2016","W","3,193"
"135","05/26/2016","W","2,796"
"135","07/06/2016","W","3,265"
"135","05/20/2016","W","2,564"
"135","07/01/2016","W","1,871"
"135","05/12/2016","W","3,007"
"135","05/04/2016","W","3,270"
"135","04/11/2016","W","3,322"
"135","07/07/2016","W","3,202"
"135","04/12/2016","W","2,850"
"135","05/13/2016","W","2,608"
"135","06/02/2016","W","2,682"
"135","04/08/2016","W","3,082"
"135","04/14/2016","W","2,659"
"135","07/12/2016","W","3,341"
"135","05/27/2016","W","2,041"
"135","04/13/2016","W","2,778"
"135","07/13/2016","W","3,151"
"135","07/22/2016","W","2,561"
