"route","date","daytype","rides"
"112","03/11/2022","W","981"
"112","05/19/2023","W","939"
"112","04/04/2021","U","234"
"112","09/15/2023","W","1,229"
"112","09/23/2024","W","1,421"
"112","12/02/2021","W","1,264"
"112","11/09/2021","W","1,130"
"112","07/25/2023","W","914"
"112","10/16/2024","W","1,215"
"112","01/28/2022","W","467"
"112","11/10/2022","W","1,103"
"112","08/06/2023","U","359"
"112","09/24/2022","A","518"
"112","01/15/2024","W","600"
"112","06/16/2022","W","740"
"112","08/21/2022","U","342"
"112","12/06/2022","W","1,002"
"112","05/29/2023","U","379"
"112","12/19/2022","W","952"
"112","04/09/2022","A","462"
"112","11/24/2024","U","389"
"112","05/06/2024","W","3,606"
"112","01/18/2021","W","410"
"112","02/23/2023","W","954"
"112","08/13/2024","W","921"
"112","08/13/2022","A","452"
"112","12/24/2023","U","327"
"112","09/14/2023","W","1,270"
"112","10/30/2022","U","309"
"112","07/18/2024","W","1,165"
"112","11/20/2024","W","1,232"
"112","01/02/2023","U","364"
"112","09/22/2024","U","315"
"112","01/02/2024","W","639"
"112","08/03/2024","A","653"
"112","06/07/2024","W","793"
"112","12/01/2024","U","356"
"112","02/27/2024","W","1,680"
"112","02/07/2023","W","974"
"112","10/17/2023","W","1,277"
"112","06/12/2023","W","673"
"112","09/21/2024","A","608"
"112","01/01/2025","U","266"
"112","09/14/2022","W","1,084"
"112","12/25/2022","U","152"
"112","05/22/2024","W","1,312"
"112","05/06/2021","W","622"
"112","08/03/2023","W","953"
"112","03/20/2021","A","437"
"112","03/17/2022","W","1,139"
"112","12/02/2022","W","1,016"
"112","12/11/2023","W","1,143"
"112","03/21/2022","W","1,186"
"112","08/16/2024","W","1,085"
"112","12/07/2022","W","1,088"
"112","08/24/2022","W","1,130"
"112","03/25/2023","A","371"
"112","02/23/2021","W","596"
"112","04/13/2023","W","1,177"
"112","12/20/2022","W","931"
"112","02/15/2021","W","462"
"112","12/27/2024","W","885"
"112","01/10/2022","W","500"
"112","03/29/2022","W","1,160"
"112","09/22/2021","W","1,016"
"112","10/14/2022","W","1,141"
"112","05/08/2022","U","225"
"112","08/13/2023","U","380"
"112","08/04/2024","U","362"
"112","09/28/2022","W","1,190"
"112","05/20/2023","A","493"
"112","08/21/2024","W","953"
"112","06/27/2021","U","301"
"112","06/02/2023","W","986"
"112","05/11/2021","W","698"
"112","03/10/2021","W","601"
"112","10/11/2022","W","1,147"
"112","04/19/2022","W","1,018"
"112","12/01/2023","W","1,082"
"112","01/14/2024","U","193"
"112","04/22/2022","W","975"
"112","09/03/2024","W","1,375"
"112","02/22/2022","W","967"
"112","04/22/2024","W","1,095"
"112","10/15/2023","U","320"
"112","06/09/2023","W","751"
"112","02/25/2022","W","1,021"
"112","12/17/2023","U","326"
"112","12/02/2024","W","1,197"
"112","03/16/2023","W","1,058"
"112","01/15/2022","A","287"
"112","03/09/2022","W","1,116"
"112","05/05/2024","U","388"
"112","02/24/2024","A","510"
"112","03/03/2024","U","400"
"112","02/24/2023","W","883"
"112","05/22/2021","A","377"
"112","11/18/2024","W","996"
"112","11/22/2021","W","1,160"
"112","08/05/2024","W","804"
"112","07/16/2023","U","401"
"112","04/03/2024","W","1,026"
"112","02/09/2023","W","831"
"112","05/15/2021","A","355"
"112","03/28/2022","W","1,097"
"112","09/29/2023","W","1,253"
"112","02/10/2022","W","1,098"
"112","01/21/2022","W","919"
"112","09/09/2023","A","554"
"112","05/21/2023","U","353"
"112","10/31/2023","W","1,309"
"112","06/02/2021","W","697"
"112","03/05/2023","U","403"
"112","07/06/2021","W","791"
"112","05/19/2021","W","583"
"112","10/26/2023","W","948"
"112","10/05/2022","W","1,127"
"112","05/04/2024","A","610"
"112","12/31/2023","U","316"
"112","01/15/2023","U","287"
"112","03/24/2023","W","929"
"112","12/12/2023","W","1,151"
"112","08/19/2023","A","622"
"112","07/26/2023","W","846"
"112","06/04/2024","W","1,227"
"112","10/15/2022","A","459"
"112","06/24/2022","W","771"
"112","04/04/2024","W","997"
"112","07/19/2024","W","917"
"112","12/22/2023","W","708"
"112","04/06/2022","W","1,064"
"112","04/28/2021","W","471"
"112","05/05/2023","W","1,048"
"112","05/20/2022","W","1,077"
"112","06/08/2023","W","846"
"112","09/27/2021","W","1,074"
"112","01/13/2024","A","437"
"112","07/19/2023","W","973"
"112","09/24/2023","U","377"
"112","01/07/2024","U","301"
"112","09/20/2024","W","1,273"
"112","09/09/2024","W","1,257"
"112","03/14/2024","W","1,076"
"112","10/09/2022","U","314"
"112","11/05/2023","U","325"
"112","11/03/2021","W","1,186"
"112","10/23/2022","U","398"
"112","08/05/2022","W","837"
"112","06/20/2022","W","588"
"112","09/20/2021","W","936"
"112","04/12/2023","W","851"
"112","06/20/2023","W","770"
"112","03/07/2022","W","1,051"
"112","08/30/2024","W","976"
"112","07/11/2024","W","1,240"
"112","03/17/2023","W","631"
"112","10/27/2021","W","1,091"
"112","03/26/2024","W","1,576"
"112","05/03/2024","W","1,265"
"112","10/03/2021","U","285"
"112","03/26/2022","A","356"
"112","12/17/2021","W","1,104"
"112","07/03/2021","A","449"
"112","11/06/2022","U","386"
"112","04/05/2024","W","1,163"
"112","12/10/2021","W","1,041"
"112","03/21/2023","W","1,019"
"112","03/19/2021","W","648"
"112","05/10/2023","W","1,144"
"112","05/18/2022","W","974"
"112","05/07/2021","W","615"
"112","11/21/2022","W","702"
"112","04/11/2024","W","846"
"112","10/07/2024","W","1,191"
"112","10/24/2021","U","247"
"112","06/19/2022","U","352"
"112","07/29/2021","W","810"
"112","12/03/2021","W","1,089"
"112","07/27/2021","W","773"
"112","11/08/2022","W","1,298"
"112","10/25/2021","W","963"
"112","11/23/2022","W","701"
"112","07/19/2021","W","663"
"112","09/15/2024","U","412"
"112","11/27/2021","A","415"
"112","09/19/2024","W","1,392"
"112","07/17/2022","U","354"
"112","01/21/2021","W","565"
"112","05/23/2021","U","263"
"112","11/24/2023","W","593"
"112","08/06/2024","W","759"
"112","08/22/2022","W","1,115"
"112","03/03/2022","W","1,072"
"112","01/24/2024","W","1,234"
"112","09/19/2023","W","1,211"
"112","05/15/2022","U","240"
"112","01/12/2024","W","662"
"112","02/24/2021","W","700"
"112","01/30/2024","W","1,202"
"112","04/10/2022","U","264"
"112","03/04/2024","W","1,159"
"112","07/07/2024","U","419"
"112","09/12/2024","W","1,239"
"112","03/28/2021","U","302"
"112","04/02/2024","W","1,295"
"112","09/30/2023","A","615"
"112","02/25/2023","A","422"
"112","04/08/2022","W","640"
"112","12/18/2023","W","1,218"
"112","02/14/2022","W","1,015"
"112","03/10/2022","W","1,074"
"112","08/12/2021","W","730"
"112","05/21/2021","W","629"
"112","10/13/2021","W","1,050"
"112","10/09/2023","W","706"
"112","06/13/2022","W","899"
"112","07/21/2022","W","711"
"112","01/17/2021","U","274"
"112","12/27/2022","W","485"
"112","03/13/2021","A","481"
"112","03/15/2024","W","1,547"
"112","05/21/2024","W","1,251"
"112","05/14/2021","W","606"
"112","08/25/2022","W","1,024"
"112","04/07/2022","W","1,081"
"112","04/06/2021","W","648"
"112","02/15/2023","W","948"
"112","06/07/2023","W","978"
"112","03/25/2024","W","752"
"112","08/07/2024","W","783"
"112","08/15/2022","W","763"
"112","08/26/2024","W","1,429"
"112","05/22/2023","W","1,126"
"112","05/30/2024","W","1,485"
"112","04/14/2022","W","579"
"112","12/25/2024","U","248"
"112","04/04/2023","W","633"
"112","05/12/2022","W","958"
"112","09/29/2021","W","1,137"
"112","02/19/2022","A","351"
"112","09/26/2021","U","318"
"112","06/10/2023","A","572"
"112","06/23/2022","W","786"
"112","07/24/2021","A","448"
"112","08/02/2022","W","691"
"112","10/21/2022","W","790"
"112","06/14/2023","W","781"
"112","10/30/2021","A","449"
"112","05/02/2024","W","1,095"
"112","12/23/2023","A","493"
"112","12/03/2024","W","1,268"
"112","01/11/2024","W","1,386"
"112","03/24/2024","U","260"
"112","04/10/2023","W","965"
"112","05/29/2021","A","433"
"112","03/03/2023","W","790"
"112","04/06/2024","A","488"
"112","09/05/2021","U","362"
"112","06/28/2022","W","772"
"112","04/28/2022","W","880"
"112","02/09/2021","W","505"
"112","10/15/2024","W","1,159"
"112","10/06/2024","U","446"
"112","12/20/2023","W","1,192"
"112","02/26/2023","U","297"
"112","08/11/2024","U","397"
"112","07/20/2024","A","658"
"112","06/10/2022","W","890"
"112","10/19/2021","W","1,240"
"112","03/16/2022","W","1,050"
"112","10/11/2023","W","1,430"
"112","07/04/2021","U","313"
"112","05/03/2023","W","1,149"
"112","01/09/2024","W","1,210"
"112","01/10/2023","W","1,018"
"112","04/01/2024","W","785"
"112","07/28/2022","W","792"
"112","10/01/2023","U","347"
"112","03/23/2023","W","1,096"
"112","12/13/2023","W","1,105"
"112","03/19/2023","U","277"
"112","01/23/2021","A","363"
"112","10/21/2021","W","1,104"
"112","06/01/2021","W","600"
"112","01/04/2024","W","932"
"112","08/18/2022","W","768"
"112","03/02/2023","W","1,035"
"112","08/12/2023","A","601"
"112","10/15/2021","W","1,131"
"112","03/18/2021","W","618"
"112","10/13/2023","W","895"
"112","02/11/2021","W","508"
"112","05/08/2021","A","414"
"112","05/13/2022","W","1,274"
"112","01/01/2024","U","218"
"112","10/21/2024","W","1,282"
"112","08/18/2023","W","815"
"112","01/27/2023","W","977"
"112","03/24/2022","W","1,125"
"112","04/16/2022","A","514"
"112","07/15/2022","W","676"
"112","04/07/2024","U","325"
"112","04/22/2023","A","482"
"112","02/28/2022","W","1,122"
"112","11/25/2024","W","827"
"112","07/08/2023","A","495"
"112","05/20/2024","W","1,137"
"112","11/13/2023","W","1,273"
"112","12/23/2022","W","202"
"112","10/05/2024","A","639"
"112","09/11/2021","A","516"
"112","06/20/2024","W","967"
"112","06/05/2022","U","298"
"112","05/23/2023","W","1,065"
"112","07/21/2024","U","2,430"
"112","03/20/2022","U","341"
"112","08/03/2021","W","864"
"112","06/10/2021","W","707"
"112","11/04/2024","W","843"
"112","09/24/2021","W","1,135"
"112","12/25/2023","U","204"
"112","04/13/2021","W","629"
"112","12/04/2024","W","1,239"
"112","08/08/2022","W","468"
"112","11/13/2022","U","304"
"112","04/09/2023","U","288"
"112","02/13/2024","W","1,177"
"112","07/29/2023","A","558"
"112","01/01/2023","U","252"
"112","10/06/2022","W","1,097"
"112","05/11/2023","W","1,013"
"112","01/01/2022","A","230"
"112","01/31/2021","U","227"
"112","08/02/2023","W","903"
"112","04/03/2023","W","736"
"112","08/01/2022","W","703"
"112","11/27/2023","W","1,086"
"112","11/18/2021","W","761"
"112","09/18/2024","W","1,393"
"112","11/05/2024","W","810"
"112","09/21/2021","W","1,035"
"112","11/03/2022","W","1,164"
"112","11/28/2021","U","350"
"112","09/05/2022","U","275"
"112","10/29/2022","A","473"
"112","04/23/2023","U","296"
"112","03/08/2022","W","1,054"
"112","11/03/2024","U","392"
"112","02/01/2021","W","617"
"112","09/10/2023","U","327"
"112","05/30/2021","U","272"
"112","11/16/2024","A","663"
"112","02/06/2022","U","278"
"112","08/20/2024","W","994"
"112","08/17/2021","W","813"
"112","05/28/2022","A","450"
"112","05/25/2021","W","654"
"112","08/29/2023","W","1,163"
"112","11/11/2021","W","587"
"112","06/17/2021","W","657"
"112","04/08/2024","W","1,276"
"112","07/09/2023","U","379"
"112","09/28/2021","W","1,147"
"112","01/28/2023","A","382"
"112","06/28/2021","W","552"
"112","06/19/2024","W","735"
"112","05/21/2022","A","486"
"112","10/25/2023","W","1,187"
"112","02/25/2024","U","1,419"
"112","06/06/2022","W","953"
"112","11/12/2023","U","372"
"112","11/13/2021","A","458"
"112","09/07/2021","W","897"
"112","05/26/2021","W","710"
"112","12/08/2021","W","1,146"
"112","04/21/2023","W","933"
"112","03/09/2023","W","1,210"
"112","02/12/2024","W","1,179"
"112","01/03/2021","U","248"
"112","07/10/2022","U","340"
"112","04/29/2021","W","567"
"112","05/25/2023","W","1,128"
"112","04/21/2024","U","347"
"112","04/12/2021","W","608"
"112","08/07/2022","U","309"
"112","01/29/2023","U","232"
"112","06/07/2021","W","714"
"112","02/27/2023","W","794"
"112","11/06/2024","W","1,512"
"112","04/08/2023","A","482"
"112","03/27/2021","A","411"
"112","05/28/2023","U","368"
"112","12/02/2023","A","496"
"112","06/21/2024","W","901"
"112","12/25/2021","A","235"
"112","06/06/2024","W","1,141"
"112","11/14/2023","W","1,257"
"112","02/16/2021","W","364"
"112","08/30/2023","W","1,333"
"112","04/25/2024","W","1,133"
"112","01/26/2023","W","974"
"112","01/27/2022","W","978"
"112","01/14/2023","A","372"
"112","05/01/2024","W","1,258"
"112","09/07/2024","A","559"
"112","01/16/2021","A","341"
"112","08/23/2023","W","971"
"112","11/02/2024","A","610"
"112","08/29/2022","W","926"
"112","09/13/2022","W","1,141"
"112","01/06/2024","A","471"
"112","06/18/2024","W","867"
"112","06/13/2023","W","801"
"112","07/22/2024","W","1,025"
"112","12/31/2021","U","378"
"112","04/23/2024","W","1,331"
"112","12/30/2024","W","779"
"112","12/28/2024","A","509"
"112","01/02/2022","U","254"
"112","08/29/2024","W","1,245"
"112","09/27/2022","W","1,179"
"112","04/24/2021","A","337"
"112","07/09/2022","A","561"
"112","11/11/2023","A","440"
"112","05/27/2021","W","680"
"112","10/26/2021","W","1,290"
"112","07/27/2022","W","867"
"112","09/01/2022","W","1,085"
"112","08/08/2021","U","263"
"112","01/11/2022","W","616"
"112","11/01/2024","W","1,223"
"112","06/22/2024","A","565"
"112","04/24/2023","W","1,001"
"112","12/21/2023","W","1,079"
"112","02/18/2022","W","804"
"112","04/02/2022","A","451"
"112","01/30/2021","A","326"
"112","04/01/2021","W","617"
"112","02/10/2023","W","1,065"
"112","06/18/2021","W","654"
"112","12/22/2021","W","616"
"112","07/10/2023","W","875"
"112","07/20/2023","W","890"
"112","10/08/2021","W","1,112"
"112","08/07/2021","A","422"
"112","04/14/2021","W","552"
"112","07/12/2024","W","1,148"
"112","12/11/2022","U","344"
"112","08/08/2024","W","946"
"112","02/14/2024","W","1,427"
"112","11/08/2021","W","1,210"
"112","08/22/2024","W","1,094"
"112","04/30/2022","A","451"
"112","05/19/2024","U","446"
"112","04/20/2023","W","927"
"112","12/29/2023","W","660"
"112","02/02/2021","W","572"
"112","11/01/2022","W","1,184"
"112","05/24/2021","W","653"
"112","10/09/2021","A","567"
"112","07/01/2023","A","499"
"112","07/17/2023","W","920"
"112","12/05/2024","W","1,118"
"112","08/10/2022","W","838"
"112","09/10/2021","W","1,080"
"112","03/04/2023","A","466"
"112","10/28/2021","W","1,073"
"112","03/11/2021","W","665"
"112","08/21/2021","A","438"
"112","05/07/2022","A","588"
"112","07/08/2024","W","1,009"
"112","06/04/2022","A","503"
"112","01/23/2024","W","1,036"
"112","04/11/2021","U","270"
"112","08/02/2021","W","840"
"112","02/25/2021","W","554"
"112","12/03/2023","U","294"
"112","01/30/2023","W","867"
"112","08/31/2021","W","1,032"
"112","07/11/2022","W","751"
"112","07/14/2023","W","872"
"112","06/23/2024","U","439"
"112","10/04/2024","W","1,394"
"112","11/07/2024","W","1,430"
"112","10/08/2022","A","479"
"112","06/03/2024","W","1,319"
"112","11/17/2021","W","1,047"
"112","09/11/2023","W","1,158"
"112","05/31/2023","W","1,116"
"112","08/27/2024","W","1,144"
"112","05/04/2022","W","1,081"
"112","03/28/2024","W","686"
"112","07/18/2021","U","338"
"112","08/25/2024","U","422"
"112","02/13/2022","U","246"
"112","10/27/2022","W","1,032"
"112","03/05/2024","W","1,265"
"112","05/20/2021","W","648"
"112","02/15/2024","W","1,107"
"112","07/23/2024","W","1,079"
"112","08/10/2021","W","722"
"112","05/18/2024","A","707"
"112","06/17/2024","W","718"
"112","10/14/2024","W","752"
"112","11/17/2022","W","1,033"
"112","02/01/2022","W","1,031"
"112","04/15/2024","W","1,250"
"112","11/10/2023","W","783"
"112","11/02/2021","W","1,190"
"112","08/28/2023","W","1,275"
"112","11/28/2023","W","1,078"
"112","06/24/2024","W","1,083"
"112","12/19/2024","W","1,245"
"112","10/24/2023","W","1,414"
"112","11/18/2022","W","973"
"112","12/14/2022","W","988"
"112","03/15/2021","W","625"
"112","02/05/2023","U","277"
"112","07/15/2023","A","475"
"112","11/27/2022","U","282"
"112","12/15/2024","U","337"
"112","05/29/2024","W","1,252"
"112","02/11/2024","U","313"
"112","09/26/2023","W","1,185"
"112","10/31/2024","W","1,196"
"112","06/26/2023","W","784"
"112","07/07/2023","W","806"
"112","11/08/2024","W","1,303"
"112","04/24/2022","U","334"
"112","06/16/2024","U","424"
"112","03/23/2022","W","776"
"112","12/17/2022","A","413"
"112","11/15/2023","W","1,334"
"112","05/13/2021","W","673"
"112","08/04/2021","W","795"
"112","04/12/2022","W","705"
"112","09/08/2024","U","363"
"112","03/22/2023","W","989"
"112","11/19/2021","W","1,014"
"112","02/28/2023","W","1,044"
"112","06/17/2023","A","542"
"112","08/24/2021","W","786"
"112","10/02/2021","A","424"
"112","09/25/2023","W","1,349"
"112","02/10/2024","A","507"
"112","02/21/2022","W","584"
"112","03/16/2021","W","592"
"112","12/30/2022","W","588"
"112","06/16/2021","W","649"
"112","08/17/2024","A","593"
"112","03/30/2022","W","998"
"112","01/31/2023","W","892"
"112","01/09/2021","A","391"
"112","09/27/2023","W","1,172"
"112","11/26/2024","W","746"
"112","06/15/2024","A","620"
"112","06/11/2023","U","363"
"112","04/02/2023","U","300"
"112","04/10/2021","A","369"
"112","03/16/2024","A","564"
"112","05/05/2022","W","977"
"112","09/05/2023","W","1,272"
"112","01/25/2023","W","1,013"
"112","07/01/2022","W","716"
"112","12/16/2023","A","499"
"112","03/22/2024","W","869"
"112","01/09/2023","W","797"
"112","06/22/2021","W","739"
"112","12/14/2023","W","1,133"
"112","04/15/2021","W","565"
"112","08/21/2023","W","985"
"112","07/08/2022","W","793"
"112","09/22/2022","W","1,165"
"112","02/16/2023","W","1,033"
"112","11/25/2021","U","197"
"112","02/02/2024","W","1,255"
"112","06/25/2021","W","512"
"112","01/29/2021","W","594"
"112","12/04/2021","A","428"
"112","06/25/2024","W","993"
"112","12/06/2024","W","1,123"
"112","10/06/2021","W","1,184"
"112","05/25/2022","W","952"
"112","04/04/2022","W","1,113"
"112","03/18/2022","W","884"
"112","09/16/2022","W","1,006"
"112","07/06/2023","W","917"
"112","01/22/2024","W","1,084"
"112","05/10/2021","W","657"
"112","03/01/2022","W","1,142"
"112","02/28/2024","W","1,146"
"112","10/12/2021","W","1,120"
"112","10/30/2024","W","1,273"
"112","05/17/2024","W","1,184"
"112","12/09/2021","W","1,145"
"112","12/22/2022","W","594"
"112","02/03/2021","W","515"
"112","01/22/2022","A","357"
"112","09/17/2021","W","887"
"112","06/19/2021","A","382"
"112","07/27/2023","W","911"
"112","04/25/2023","W","875"
"112","01/18/2023","W","1,007"
"112","06/29/2023","W","810"
"112","08/13/2021","W","697"
"112","04/30/2024","W","1,196"
"112","11/09/2024","A","578"
"112","03/07/2021","U","293"
"112","09/12/2021","U","297"
"112","02/01/2024","W","1,453"
"112","12/04/2023","W","1,125"
"112","03/07/2023","W","883"
"112","02/16/2024","W","1,301"
"112","10/23/2024","W","1,277"
"112","10/03/2024","W","1,316"
"112","12/22/2024","U","307"
"112","10/13/2024","U","398"
"112","08/01/2021","U","292"
"112","09/07/2022","W","1,070"
"112","12/30/2021","W","533"
"112","06/26/2024","W","972"
"112","07/13/2024","A","634"
"112","12/21/2022","W","913"
"112","12/01/2022","W","965"
"112","01/02/2021","A","337"
"112","10/26/2022","W","1,069"
"112","09/10/2022","A","521"
"112","05/28/2021","W","563"
"112","07/11/2023","W","907"
"112","01/08/2022","A","324"
"112","01/03/2022","W","751"
"112","03/26/2021","W","626"
"112","08/10/2023","W","806"
"112","04/30/2021","W","567"
"112","06/12/2021","A","333"
"112","02/09/2024","W","764"
"112","06/21/2022","W","611"
"112","09/23/2022","W","700"
"112","10/10/2021","U","430"
"112","11/04/2022","W","968"
"112","05/11/2022","W","1,096"
"112","10/24/2022","W","1,031"
"112","10/05/2023","W","1,293"
"112","06/14/2024","W","854"
"112","05/31/2022","W","996"
"112","04/19/2023","W","962"
"112","02/01/2023","W","896"
"112","10/22/2021","W","1,133"
"112","07/29/2022","W","850"
"112","11/10/2024","U","382"
"112","02/11/2023","A","468"
"112","01/25/2021","W","620"
"112","04/17/2022","U","223"
"112","06/01/2023","W","1,043"
"112","08/31/2023","W","1,179"
"112","07/28/2021","W","790"
"112","11/02/2023","W","1,254"
"112","04/01/2023","A","395"
"112","02/17/2021","W","613"
"112","08/09/2022","W","790"
"112","11/09/2023","W","1,194"
"112","03/31/2024","U","295"
"112","01/17/2022","W","510"
"112","05/12/2023","W","945"
"112","06/08/2022","W","963"
"112","08/07/2023","W","803"
"112","02/17/2024","A","562"
"112","10/29/2024","W","1,332"
"112","01/08/2023","U","310"
"112","11/16/2021","W","1,168"
"112","12/24/2022","A","222"
"112","06/07/2022","W","1,032"
"112","02/04/2022","W","889"
"112","10/04/2023","W","1,297"
"112","06/06/2021","U","305"
"112","01/24/2023","W","952"
"112","09/17/2024","W","1,320"
"112","11/16/2023","W","1,297"
"112","08/31/2024","A","647"
"112","08/09/2024","W","971"
"112","03/20/2024","W","1,270"
"112","09/25/2022","U","322"
"112","05/19/2022","W","1,133"
"112","04/09/2021","W","612"
"112","07/24/2022","U","319"
"112","02/16/2022","W","1,109"
"112","09/02/2022","W","1,026"
"112","09/04/2021","A","365"
"112","01/31/2022","W","1,020"
"112","08/14/2022","U","324"
"112","12/28/2022","W","648"
"112","06/05/2024","W","1,075"
"112","07/22/2022","W","838"
"112","04/16/2021","W","528"
"112","01/15/2021","W","666"
"112","12/29/2022","W","663"
"112","01/28/2021","W","532"
"112","02/02/2022","W","462"
"112","10/29/2021","W","983"
"112","08/27/2023","U","345"
"112","07/23/2021","W","686"
"112","10/05/2021","W","1,120"
"112","02/09/2022","W","989"
"112","07/24/2024","W","1,147"
"112","04/18/2023","W","811"
"112","05/28/2024","W","1,158"
"112","07/18/2022","W","820"
"112","02/07/2022","W","852"
"112","09/13/2024","W","1,228"
"112","11/11/2024","W","1,541"
"112","02/28/2021","U","241"
"112","02/07/2021","U","168"
"112","02/04/2021","W","509"
"112","02/17/2023","W","938"
"112","01/10/2024","W","1,274"
"112","04/26/2023","W","1,171"
"112","11/21/2024","W","1,255"
"112","07/14/2021","W","827"
"112","03/06/2024","W","1,314"
"112","06/27/2024","W","1,027"
"112","10/12/2024","A","598"
"112","02/24/2022","W","978"
"112","09/16/2023","A","623"
"112","02/08/2024","W","1,100"
"112","10/30/2023","W","1,253"
"112","01/23/2023","W","942"
"112","04/26/2024","W","1,068"
"112","06/25/2023","U","378"
"112","06/15/2021","W","619"
"112","06/27/2022","W","661"
"112","04/05/2021","W","590"
"112","07/14/2024","U","357"
"112","11/17/2023","W","1,131"
"112","06/29/2021","W","644"
"112","06/13/2024","W","1,015"
"112","10/16/2023","W","1,307"
"112","09/28/2023","W","1,197"
"112","11/20/2021","A","410"
"112","03/27/2024","W","751"
"112","11/07/2021","U","344"
"112","08/11/2022","W","783"
"112","05/09/2021","U","228"
"112","08/05/2021","W","791"
"112","02/08/2021","W","535"
"112","05/23/2022","W","1,046"
"112","07/16/2021","W","708"
"112","07/17/2021","A","390"
"112","11/12/2024","W","1,178"
"112","08/27/2022","A","447"
"112","02/02/2023","W","935"
"112","08/12/2024","W","982"
"112","05/06/2023","A","469"
"112","08/18/2021","W","672"
"112","04/22/2021","W","584"
"112","10/10/2022","W","628"
"112","07/04/2022","U","247"
"112","06/20/2021","U","253"
"112","09/01/2023","W","1,178"
"112","01/06/2021","W","518"
"112","08/31/2022","W","1,081"
"112","07/26/2022","W","810"
"112","02/12/2021","W","604"
"112","07/31/2021","A","476"
"112","11/19/2022","A","389"
"112","05/16/2024","W","1,129"
"112","06/28/2024","W","849"
"112","09/11/2024","W","1,323"
"112","11/29/2021","W","1,057"
"112","01/20/2021","W","524"
"112","06/16/2023","W","709"
"112","11/07/2022","W","1,058"
"112","06/17/2022","W","764"
"112","10/07/2022","W","958"
"112","09/04/2023","U","360"
"112","03/31/2022","W","951"
"112","09/19/2022","W","1,081"
"112","11/08/2023","W","1,313"
"112","10/28/2022","W","1,109"
"112","06/06/2023","W","891"
"112","01/07/2023","A","461"
"112","06/12/2024","W","1,049"
"112","05/27/2022","W","951"
"112","10/07/2021","W","1,028"
"112","06/11/2021","W","627"
"112","06/24/2023","A","630"
"112","02/07/2024","W","1,411"
"112","12/29/2024","U","352"
"112","03/13/2022","U","255"
"112","04/25/2021","U","235"
"112","06/03/2022","W","1,067"
"112","12/23/2024","W","775"
"112","04/15/2022","W","561"
"112","03/17/2024","U","753"
"112","10/02/2024","W","1,450"
"112","04/17/2023","W","941"
"112","04/11/2023","W","1,152"
"112","07/21/2023","W","820"
"112","10/28/2024","W","1,077"
"112","05/10/2022","W","1,166"
"112","01/29/2024","W","1,395"
"112","10/17/2022","W","1,054"
"112","04/27/2023","W","1,080"
"112","03/09/2021","W","702"
"112","08/26/2023","A","742"
"112","06/19/2023","W","538"
"112","05/27/2023","A","554"
"112","12/07/2024","A","598"
"112","03/04/2021","W","618"
"112","01/04/2022","W","915"
"112","02/26/2021","W","631"
"112","02/29/2024","W","1,286"
"112","04/08/2021","W","614"
"112","10/23/2023","W","1,265"
"112","11/05/2022","A","514"
"112","04/17/2021","A","375"
"112","05/22/2022","U","374"
"112","10/27/2024","U","360"
"112","02/18/2024","U","300"
"112","07/25/2024","W","1,228"
"112","10/02/2023","W","1,375"
"112","03/19/2022","A","392"
"112","08/20/2023","U","230"
"112","09/09/2021","W","1,026"
"112","08/14/2024","W","894"
"112","05/13/2023","A","512"
"112","10/22/2022","A","517"
"112","10/07/2023","A","563"
"112","04/16/2023","U","243"
"112","12/29/2021","W","606"
"112","06/14/2022","W","801"
"112","11/07/2023","W","1,435"
"112","01/25/2022","W","966"
"112","11/18/2023","A","530"
"112","12/26/2022","U","278"
"112","07/12/2023","W","775"
"112","08/11/2023","W","906"
"112","02/19/2024","W","572"
"112","03/12/2022","A","378"
"112","03/07/2024","W","1,240"
"112","04/07/2023","W","645"
"112","07/05/2023","W","759"
"112","03/02/2021","W","634"
"112","07/07/2022","W","721"
"112","04/20/2021","W","506"
"112","02/23/2022","W","981"
"112","02/27/2021","A","414"
"112","01/27/2021","W","607"
"112","04/09/2024","W","1,054"
"112","01/21/2024","U","252"
"112","12/05/2023","W","1,369"
"112","09/25/2021","A","407"
"112","06/11/2024","W","969"
"112","04/18/2024","W","1,328"
"112","10/26/2024","A","584"
"112","06/29/2024","A","793"
"112","04/03/2021","A","407"
"112","08/27/2021","W","672"
"112","05/15/2024","W","1,197"
"112","02/05/2021","W","443"
"112","08/20/2021","W","777"
"112","11/13/2024","W","1,323"
"112","12/24/2021","U","368"
"112","08/17/2023","W","926"
"112","07/05/2021","U","378"
"112","07/12/2022","W","794"
"112","08/16/2022","W","777"
"112","09/11/2022","U","269"
"112","01/05/2022","W","582"
"112","02/03/2023","W","577"
"112","09/17/2022","A","553"
"112","09/22/2023","W","853"
"112","06/30/2024","U","421"
"112","04/13/2024","A","571"
"112","03/05/2022","A","519"
"112","05/01/2021","A","416"
"112","01/22/2023","U","243"
"112","09/20/2022","W","1,174"
"112","11/15/2021","W","1,020"
"112","05/24/2023","W","1,138"
"112","09/02/2021","W","1,089"
"112","03/31/2023","W","828"
"112","10/16/2022","U","366"
"112","01/19/2023","W","1,024"
"112","11/21/2021","U","329"
"112","03/31/2021","W","528"
"112","11/19/2023","U","359"
"112","12/08/2024","U","296"
"112","12/13/2024","W","1,410"
"112","06/21/2021","W","686"
"112","09/29/2022","W","1,061"
"112","10/03/2022","W","1,129"
"112","12/08/2022","W","1,086"
"112","10/11/2021","W","569"
